product_id,produit,categorie,unite,url,prix
jambon-de-dinde-superieur-80g-dindy,JAMBON DE DINDE SUPERIEUR 80G DINDY,charcuterie-traiteur,80g,https://aswakassalam.com/produit/jambon-de-dinde-superieur-80g-dindy/,10.5
jambon-de-poulet-80g-del-pacha,JAMBON DE POULET 80G DEL PACHA,charcuterie-traiteur,80g,https://aswakassalam.com/produit/jambon-de-poulet-80g-del-pacha/,17.5
jambon-de-poulet-marbre-80g-del-pacha,JAMBON DE POULET MARBRE 80G DEL PACHA,charcuterie-traiteur,80g,https://aswakassalam.com/produit/jambon-de-poulet-marbre-80g-del-pacha/,17.5
jambon-duo-de-boeuf-et-poulet-80g-del-pacha,JAMBON DUO DE BOEUF ET POULET 80G DEL PACHA,charcuterie-traiteur,80g,https://aswakassalam.com/produit/jambon-duo-de-boeuf-et-poulet-80g-del-pacha/,20.5
kasher-cocktail-600g-jayda,KASHER COCKTAIL 600G JAYDA,charcuterie-traiteur,600g,https://aswakassalam.com/produit/kasher-cocktail-600g-jayda/,18.5
kasher-piquant-380g-dindy,KASHER PIQUANT 380G DINDY,charcuterie-traiteur,380g,https://aswakassalam.com/produit/kasher-piquant-380g-dindy/,18.5
baby-edam-900g-irish,Baby Edam 900g – IRISH,cremerie,900g,https://aswakassalam.com/produit/baby-edam-900g-irish/,88.95
fromage-blanc-a-tartiner-900g-le-berger,Fromage blanc à tartiner 900g – LE BERGER,cremerie,900g,https://aswakassalam.com/produit/fromage-blanc-a-tartiner-900g-le-berger/,44.95
lot-de-2-fromage-frais-a-tartiner-jben-160g-jibal,Lot de 2 fromage frais à tartiner Jben 160g – JIBAL,cremerie,160g,https://aswakassalam.com/produit/lot-de-2-fromage-frais-a-tartiner-jben-160g-jibal/,17.95
pack-de-16-pots-raibi-jamila-165g-danone,Pack de 16 pots Raïbi Jamila 165g – DANONE,cremerie,165g,https://aswakassalam.com/produit/pack-de-16-pots-raibi-jamila-165g-danone/,32.95
4-fromages-rapes-175g-or-blanc,4 FROMAGES RAPES 175G OR BLANC,cremerie,175g,https://aswakassalam.com/produit/4-fromages-rapes-175g-or-blanc/,18.95
beurre-1-kg-centrale,BEURRE 1 KG CENTRALE,cremerie,1 kg,https://aswakassalam.com/produit/beurre-1-kg-centrale/,83.95
beurre-1kg-jaouda,BEURRE 1KG JAOUDA,cremerie,1kg,https://aswakassalam.com/produit/beurre-1kg-jaouda/,99.95
beurre-200g-badaouia,BEURRE 200G BADAOUIA,cremerie,200g,https://aswakassalam.com/produit/beurre-200g-badaouia/,21.95
beurre-200g-demi-sel-president,BEURRE 200G DEMI SEL PRESIDENT,cremerie,200g,https://aswakassalam.com/produit/beurre-200g-demi-sel-president/,53.9
beurre-allege-250g-badaouia,BEURRE ALLEGE 250G BADAOUIA,cremerie,250g,https://aswakassalam.com/produit/beurre-allege-250g-badaouia/,35.95
beurre-coupelle-810g-filet-president,BEURRE COUPELLE  8*10G FILET PRESIDENT,cremerie,10g,https://aswakassalam.com/produit/beurre-coupelle-810g-filet-president/,18.95
beurre-demi-sel-200g-ellevire,BEURRE DEMI SEL 200G ELLE&VIRE,cremerie,200g,https://aswakassalam.com/produit/beurre-demi-sel-200g-ellevire/,59.95
beurre-doux-200g-or-blanc,BEURRE DOUX 200G OR BLANC,cremerie,200g,https://aswakassalam.com/produit/beurre-doux-200g-or-blanc/,25.95
beurre-doux-marquis-200g-ellevire,BEURRE DOUX MARQUIS 200G ELLE&VIRE,cremerie,200g,https://aswakassalam.com/produit/beurre-doux-marquis-200g-ellevire/,22.5
beurre-supper-colaimo-1-kg,BEURRE FERMIER MOUMTEZ 1KG COLAIMO,cremerie,1kg,https://aswakassalam.com/produit/beurre-supper-colaimo-1-kg/,82.5
beurre-fermier-moumtez-1-4,BEURRE FERMIER MOUMTEZ 250G COLAIMO,cremerie,250g,https://aswakassalam.com/produit/beurre-fermier-moumtez-1-4/,20.95
