date,product_id,produit,categorie,prix,source_url
2026-09-07,beurre-200g-badaouia,BEURRE 200G BADAOUIA,cremerie,21.95,https://aswakassalam.com/produit/beurre-200g-badaouia/
2026-09-07,beurre-200g-demi-sel-president,BEURRE 200G DEMI SEL PRESIDENT,cremerie,53.9,https://aswakassalam.com/produit/beurre-200g-demi-sel-president/
2026-09-07,beurre-allege-250g-badaouia,BEURRE ALLEGE 250G BADAOUIA,cremerie,35.95,https://aswakassalam.com/produit/beurre-allege-250g-badaouia/
2026-09-07,beurre-coupelle-810g-filet-president,BEURRE COUPELLE  8*10G FILET PRESIDENT,cremerie,18.95,https://aswakassalam.com/produit/beurre-coupelle-810g-filet-president/
2026-09-07,beurre-demi-sel-200g-ellevire,BEURRE DEMI SEL 200G ELLE&VIRE,cremerie,59.95,https://aswakassalam.com/produit/beurre-demi-sel-200g-ellevire/
2026-09-07,beurre-doux-200g-or-blanc,BEURRE DOUX 200G OR BLANC,cremerie,25.95,https://aswakassalam.com/produit/beurre-doux-200g-or-blanc/
2026-09-07,beurre-doux-marquis-200g-ellevire,BEURRE DOUX MARQUIS 200G ELLE&VIRE,cremerie,22.5,https://aswakassalam.com/produit/beurre-doux-marquis-200g-ellevire/
2026-09-07,beurre-supper-colaimo-1-kg,BEURRE FERMIER MOUMTEZ 1KG COLAIMO,cremerie,82.5,https://aswakassalam.com/produit/beurre-supper-colaimo-1-kg/
2026-09-07,beurre-fermier-moumtez-1-4,BEURRE FERMIER MOUMTEZ 250G COLAIMO,cremerie,20.95,https://aswakassalam.com/produit/beurre-fermier-moumtez-1-4/
2026-09-07,beurre-fermier-moumtez-1-2kg,BEURRE FERMIER MOUMTEZ 500G COLAIMO,cremerie,44.95,https://aswakassalam.com/produit/beurre-fermier-moumtez-1-2kg/
2026-09-07,beurre-frais-pasteurise-200-g-jaouda,BEURRE FRAIS PASTEURISE 200 G JAOUDA,cremerie,20.95,https://aswakassalam.com/produit/beurre-frais-pasteurise-200-g-jaouda/
2026-09-07,beurre-frais-pasteurise-plaquette-100g-jaouda,BEURRE FRAIS PASTEURISE PLAQUETTE 100G JAOUDA,cremerie,10.95,https://aswakassalam.com/produit/beurre-frais-pasteurise-plaquette-100g-jaouda/
2026-09-07,beurre-la-motte-aux-cristaux-de-sel-250g-president,BEURRE LA MOTTE AUX CRISTAUX DE SEL 250G PRESIDENT,cremerie,71.95,https://aswakassalam.com/produit/beurre-la-motte-aux-cristaux-de-sel-250g-president/
2026-09-07,beurre-la-motte-demi-sel-250g-president,BEURRE LA MOTTE DEMI-SEL 250G PRESIDENT,cremerie,71.95,https://aswakassalam.com/produit/beurre-la-motte-demi-sel-250g-president/
2026-09-07,beurre-la-motte-doux-250g-president,BEURRE LA MOTTE DOUX 250G PRESIDENT,cremerie,71.95,https://aswakassalam.com/produit/beurre-la-motte-doux-250g-president/
2026-09-07,beurre-leger-doux-250g-president,BEURRE LEGER DOUX 250G PRESIDENT,cremerie,47.5,https://aswakassalam.com/produit/beurre-leger-doux-250g-president/
2026-09-07,beurre-marquis-demi-sel-200g-ellevire,BEURRE MARQUIS DEMI SEL 200G ELLE&VIRE,cremerie,22.5,https://aswakassalam.com/produit/beurre-marquis-demi-sel-200g-ellevire/
2026-09-07,beurre-pasteurise-500g-badaouira,BEURRE PASTEURISE 500G BADAOUIRA,cremerie,56.95,https://aswakassalam.com/produit/beurre-pasteurise-500g-badaouira/
2026-09-07,beurre-pasteurise-500g-jaouda,BEURRE PASTEURISE 500G JAOUDA,cremerie,52.95,https://aswakassalam.com/produit/beurre-pasteurise-500g-jaouda/
2026-09-07,beurre-pasteurise-82-mg-200g-jibal,BEURRE PASTEURISE 82% MG 200G JIBAL,cremerie,18.95,https://aswakassalam.com/produit/beurre-pasteurise-82-mg-200g-jibal/
2026-09-07,beurre-plaquette-200g-lurpak,BEURRE PLAQUETTE 200G LURPAK,cremerie,38.5,https://aswakassalam.com/produit/beurre-plaquette-200g-lurpak/
2026-09-07,beurre-plaquette-400g-lurpak,BEURRE PLAQUETTE 400G LURPAK,cremerie,72.95,https://aswakassalam.com/produit/beurre-plaquette-400g-lurpak/
2026-09-07,beurre-pure-200g-new-zealand,BEURRE PURE 200G NEW ZEALAND,cremerie,25.95,https://aswakassalam.com/produit/beurre-pure-200g-new-zealand/
2026-09-07,boisson-au-soja-et-chocolat-1l-sojasun,BOISSON AU SOJA ET CHOCOLAT 1L SOJASUN,cremerie,39.95,https://aswakassalam.com/produit/boisson-au-soja-et-chocolat-1l-sojasun/
2026-09-07,boisson-au-soja-nature-1l-sojasun,BOISSON AU SOJA NATURE 1L SOJASUN,cremerie,35.95,https://aswakassalam.com/produit/boisson-au-soja-nature-1l-sojasun/
2026-09-07,boisson-au-soja-vanille-1l-sojasun,BOISSON AU SOJA VANILLE 1L SOJASUN,cremerie,39.95,https://aswakassalam.com/produit/boisson-au-soja-vanille-1l-sojasun/
2026-09-07,boisson-de-riz-au-cacao-bio-sans-gluten-1l-scotti,BOISSON DE RIZ AU CACAO BIO SANS GLUTEN 1L  SCOTTI,cremerie,25.5,https://aswakassalam.com/produit/boisson-de-riz-au-cacao-bio-sans-gluten-1l-scotti/
2026-09-07,boisson-de-riz-bio-sans-gluten-1l-scotti,BOISSON DE RIZ BIO SANS GLUTEN 1L SCOTTI,cremerie,24.5,https://aswakassalam.com/produit/boisson-de-riz-bio-sans-gluten-1l-scotti/
2026-09-07,camembert-240g-8-portions-president,CAMEMBERT 240G 8 PORTIONS PRESIDENT,cremerie,88.5,https://aswakassalam.com/produit/camembert-240g-8-portions-president/
2026-09-07,beurre-de-cacahuetes-340g-janis-4,Beurre de cacahuètes 340g – JANIS,epicerie,27.95,https://aswakassalam.com/produit/beurre-de-cacahuetes-340g-janis-4/
2026-09-07,boite-de-mais-340g-janis,Boîte de maïs 340g – JANIS,epicerie,12.5,https://aswakassalam.com/produit/boite-de-mais-340g-janis/
2026-09-07,cornichons-epices-en-morceaux-330g-kuhne,Cornichons épicés en morceaux 330g – KÜHNE,epicerie,39.95,https://aswakassalam.com/produit/cornichons-epices-en-morceaux-330g-kuhne/
2026-09-07,cornichons-legerement-surcres-180g-kuhne,Cornichons légèrement surcrés 180g – KÜHNE,epicerie,41.5,https://aswakassalam.com/produit/cornichons-legerement-surcres-180g-kuhne/
2026-09-07,farine-fleur-10kg-kenz,Farine fleur 10kg – KENZ,epicerie,55.95,https://aswakassalam.com/produit/farine-fleur-10kg-kenz/
2026-09-07,farine-pain-beldi-5kg-farine-de-luxe-1kg-luxor,Farine pain Beldi 5kg + farine de luxe 1kg – LUXOR,epicerie,33.9,https://aswakassalam.com/produit/farine-pain-beldi-5kg-farine-de-luxe-1kg-luxor/
2026-09-07,huile-dolive-vierge-1l-campo-sur,Huile d’olive vierge 1L  – CAMPO SUR,epicerie,54.95,https://aswakassalam.com/produit/huile-dolive-vierge-1l-campo-sur/
2026-09-07,lentilles-1kg-janis-2,Lentilles 1kg – JANIS,epicerie,12.95,https://aswakassalam.com/produit/lentilles-1kg-janis-2/
2026-09-07,lot-3-boites-de-champignons-en-morceaux-185g-janis,Lot 3 boîtes de champignons en morceaux 185g – JANIS,epicerie,29.95,https://aswakassalam.com/produit/lot-3-boites-de-champignons-en-morceaux-185g-janis/
2026-09-07,lot-de-3-boites-de-mais-140g-janis,Lot de 3 Boîtes de maïs 140g – JANIS,epicerie,28.95,https://aswakassalam.com/produit/lot-de-3-boites-de-mais-140g-janis/
2026-09-07,lot-de-3-boites-de-thon-80g-janis,Lot de 3 boîtes de thon 80g – JANIS,epicerie,24.5,https://aswakassalam.com/produit/lot-de-3-boites-de-thon-80g-janis/
2026-09-07,lot-de-3-boites-de-thon-80g-sauce-tomate-ou-huile-de-tournesol-janis,Lot de 3 boites de thon 80g sauce tomate ou huile de tournesol  – JANIS,epicerie,24.95,https://aswakassalam.com/produit/lot-de-3-boites-de-thon-80g-sauce-tomate-ou-huile-de-tournesol-janis/
2026-09-07,lot-de-3-couscous-calibre-moyen-500g-dalia,Lot de 3 couscous calibre moyen 500g DALIA,epicerie,16.2,https://aswakassalam.com/produit/lot-de-3-couscous-calibre-moyen-500g-dalia/
2026-09-07,lot-de-3-couscous-moyens-500g-alitkane-2,Lot de 3 couscous moyens 500g – ALITKANE,epicerie,15.95,https://aswakassalam.com/produit/lot-de-3-couscous-moyens-500g-alitkane-2/
2026-09-07,lot-de-3-spaghettis-500g-janis,Lot de 3 spaghettis 500g  – JANIS,epicerie,21.6,https://aswakassalam.com/produit/lot-de-3-spaghettis-500g-janis/
2026-09-07,melange-fruits-secs-80g-royal-mix-denia,Mélange fruits secs 80g Royal Mix – DÉNIA,epicerie,15.95,https://aswakassalam.com/produit/melange-fruits-secs-80g-royal-mix-denia/
2026-09-07,semoule-fine-ble-dur-5kg-moony,Semoule fine blé dur 5Kg – MOONY,epicerie,52.95,https://aswakassalam.com/produit/semoule-fine-ble-dur-5kg-moony/
2026-09-07,abricot-sec-500g-oncle-sam,ABRICOT SEC 500G ONCLE SAM,epicerie,118.6,https://aswakassalam.com/produit/abricot-sec-500g-oncle-sam/
2026-09-07,ail-semoule-100g-gaya,AIL SEMOULE 100G GAYA,epicerie,22.95,https://aswakassalam.com/produit/ail-semoule-100g-gaya/
2026-09-07,ail-semoule-215g-harmony,AIL SEMOULE 215G HARMONY,epicerie,83.9,https://aswakassalam.com/produit/ail-semoule-215g-harmony/
2026-09-07,ail-semoule-300g-gaya,AIL SEMOULE 300G GAYA,epicerie,61.2,https://aswakassalam.com/produit/ail-semoule-300g-gaya/
2026-09-07,ail-semoule-60g-ducros,AIL SEMOULE 60G DUCROS,epicerie,22.1,https://aswakassalam.com/produit/ail-semoule-60g-ducros/
2026-09-07,ail-semoule-60g-harmony,AIL SEMOULE 60G HARMONY,epicerie,18.95,https://aswakassalam.com/produit/ail-semoule-60g-harmony/
2026-09-07,amande-riffi-900g-oncle-sam,AMANDE RIFFI 900G ONCLE SAM,epicerie,146.95,https://aswakassalam.com/produit/amande-riffi-900g-oncle-sam/
2026-09-07,amandes-250g-oncle-sam,AMANDES 250G ONCLE SAM,epicerie,43.5,https://aswakassalam.com/produit/amandes-250g-oncle-sam/
2026-09-07,amandes-riffi-200g-rosana,AMANDES RIFFI 200G ROSANA,epicerie,33.5,https://aswakassalam.com/produit/amandes-riffi-200g-rosana/
2026-09-07,anchois-a-lhuile-dolive-extra-vierge-100g-connetable,ANCHOIS A L’HUILE D’OLIVE EXTRA VIERGE 100G CONNETABLE,epicerie,27.9,https://aswakassalam.com/produit/anchois-a-lhuile-dolive-extra-vierge-100g-connetable/
2026-09-07,angel-hair-n1-500g-barilla,ANGEL HAIR N°1 500G BARILLA,epicerie,26.95,https://aswakassalam.com/produit/angel-hair-n1-500g-barilla/
2026-09-07,assaisonement-kefta-35g-javana,ASSAISONEMENT KEFTA 35G JAVANA,epicerie,16.95,https://aswakassalam.com/produit/assaisonement-kefta-35g-javana/
2026-09-07,assaisonement-poulet-ail-origan-35g-ideal,ASSAISONEMENT POULET AIL ORIGAN 35G IDEAL,epicerie,10.9,https://aswakassalam.com/produit/assaisonement-poulet-ail-origan-35g-ideal/
2026-09-07,assaisonement-poulet-epice-gout-barbecue-52g-ideal,ASSAISONEMENT POULET EPICE GOUT BARBECUE 52G IDEAL,epicerie,10.9,https://aswakassalam.com/produit/assaisonement-poulet-epice-gout-barbecue-52g-ideal/
2026-09-07,assaisonement-poulet-epices-gout-grillade-32g-ideal,ASSAISONEMENT POULET EPICES GOUT GRILLADE 32G IDEAL,epicerie,10.9,https://aswakassalam.com/produit/assaisonement-poulet-epices-gout-grillade-32g-ideal/
2026-09-07,assaisonnement-chawarma-poulet-30g-javana,ASSAISONNEMENT CHAWARMA POULET 30G JAVANA,epicerie,16.95,https://aswakassalam.com/produit/assaisonnement-chawarma-poulet-30g-javana/
2026-09-07,assaisonnement-grillade-40g-javana,ASSAISONNEMENT GRILLADE 40G JAVANA,epicerie,12.2,https://aswakassalam.com/produit/assaisonnement-grillade-40g-javana/
2026-09-07,baba-ghannouge-pret-a-manger-385g-al-wadi,BABA GHANNOUGE PRET A MANGER 385G AL WADI,epicerie,46.95,https://aswakassalam.com/produit/baba-ghannouge-pret-a-manger-385g-al-wadi/
2026-09-07,basilic-12g-harmony,BASILIC 12G HARMONY,epicerie,11.2,https://aswakassalam.com/produit/basilic-12g-harmony/
2026-09-07,batonnet-de-glace-80ml-divers-parfums-haagen-dazs,Bâtonnet de glace 80ml divers parfums – HÄAGEN-DAZS,biscuiterie-confiserie,22.95,https://aswakassalam.com/produit/batonnet-de-glace-80ml-divers-parfums-haagen-dazs/
2026-09-07,beurre-de-cacahuetes-340g-janis-2,Beurre de cacahuètes 340g – JANIS,biscuiterie-confiserie,29.85,https://aswakassalam.com/produit/beurre-de-cacahuetes-340g-janis-2/
2026-09-07,beurre-de-cacahuetes-340g-janis-3,Beurre de cacahuètes 340g – JANIS,biscuiterie-confiserie,27.95,https://aswakassalam.com/produit/beurre-de-cacahuetes-340g-janis-3/
2026-09-07,cereales-cerealoco-1kg-cerealitalia,Céréales CEREALOCO 1kg – CEREALITALIA,biscuiterie-confiserie,39.95,https://aswakassalam.com/produit/cereales-cerealoco-1kg-cerealitalia/
2026-09-07,fleur-de-mais-en-poudre-180g-alsa,Fleur de maïs en poudre 180g – ALSA,biscuiterie-confiserie,6.65,https://aswakassalam.com/produit/fleur-de-mais-en-poudre-180g-alsa/
2026-09-07,lot-de-2-cafes-moulus-java-timor-200g-dubois,Lot de 2 cafés moulus JAVA TIMOR 200g – DUBOIS,biscuiterie-confiserie,68.95,https://aswakassalam.com/produit/lot-de-2-cafes-moulus-java-timor-200g-dubois/
2026-09-07,lot-de-2-thes-verts-4011-en-filaments-200g-sultan,Lot de 2 thés verts 4011 en filaments 200g – SULTAN,biscuiterie-confiserie,36.95,https://aswakassalam.com/produit/lot-de-2-thes-verts-4011-en-filaments-200g-sultan/
2026-09-07,lot-de-2-thes-verts-41022-en-filaments-200g-100g-dahmiss,Lot de 2 thés verts 41022 en filaments 200g + 100g – DAHMISS,biscuiterie-confiserie,28.95,https://aswakassalam.com/produit/lot-de-2-thes-verts-41022-en-filaments-200g-100g-dahmiss/
2026-09-07,lot-de-3-thes-verts-en-grains-200g-selham,Lot de 3 thés verts en grains 200g – SELHAM,biscuiterie-confiserie,26.95,https://aswakassalam.com/produit/lot-de-3-thes-verts-en-grains-200g-selham/
2026-09-07,mais-grilles-sales-100g-original-ou-barbecue-x-korn,Maïs grillés salés 100g Original ou barbecue – X-KORN,biscuiterie-confiserie,10.95,https://aswakassalam.com/produit/mais-grilles-sales-100g-original-ou-barbecue-x-korn/
2026-09-07,miel-toutes-fleurs-850g-jnane-el-aassal,Miel toutes fleurs 850g – JNANE EL AÂSSAL,biscuiterie-confiserie,44.95,https://aswakassalam.com/produit/miel-toutes-fleurs-850g-jnane-el-aassal/
2026-09-07,12-capsules-espresso-asta-black-10-achetes-2-gratuits,12 CAPSULES ESPRESSO ASTA BLACK (10 ACHETES = 2 GRATUITS),biscuiterie-confiserie,38.95,https://aswakassalam.com/produit/12-capsules-espresso-asta-black-10-achetes-2-gratuits/
2026-09-07,225-morceaux-de-sucre-1kg-enmer,225 MORCEAUX DE SUCRE 1KG ENMER,biscuiterie-confiserie,6.15,https://aswakassalam.com/produit/225-morceaux-de-sucre-1kg-enmer/
2026-09-07,4-barres-de-chocolat-au-lait-40g-kitkat-chunky,4 BARRES DE CHOCOLAT AU LAIT 40G KITKAT CHUNKY,biscuiterie-confiserie,29.95,https://aswakassalam.com/produit/4-barres-de-chocolat-au-lait-40g-kitkat-chunky/
2026-09-07,amandes-effilees-100g-macao,AMANDES EFFILEES 100G MACAO,biscuiterie-confiserie,19.95,https://aswakassalam.com/produit/amandes-effilees-100g-macao/
2026-09-07,amandes-en-poudre-100g-macao,AMANDES EN POUDRE 100G MACAO,biscuiterie-confiserie,19.95,https://aswakassalam.com/produit/amandes-en-poudre-100g-macao/
2026-09-07,amandes-grillees-100g-oncle-sam,AMANDES GRILLEES 100G ONCLE SAM,biscuiterie-confiserie,24.95,https://aswakassalam.com/produit/amandes-grillees-100g-oncle-sam/
2026-09-07,amandes-hachees-100g-macao,AMANDES HACHEES 100G MACAO,biscuiterie-confiserie,19.95,https://aswakassalam.com/produit/amandes-hachees-100g-macao/
2026-09-07,amlou-cacahuete-200g-jnane-el-aassal,AMLOU CACAHUETE 200G JNANE EL AASSAL,biscuiterie-confiserie,15.5,https://aswakassalam.com/produit/amlou-cacahuete-200g-jnane-el-aassal/
2026-09-07,amlou-cacahuete-700g-jnane-el-aassal,AMLOU CACAHUETE 700G JNANE EL AASSAL,biscuiterie-confiserie,47.95,https://aswakassalam.com/produit/amlou-cacahuete-700g-jnane-el-aassal/
2026-09-07,assortiment-de-24-bouchees-ferrero-rondnoir-et-raffaello-ferrero-colletion,"ASSORTIMENT DE 24 BOUCHEES FERRERO, RONDNOIR ET RAFFAELLO FERRERO COLLETION",biscuiterie-confiserie,154.95,https://aswakassalam.com/produit/assortiment-de-24-bouchees-ferrero-rondnoir-et-raffaello-ferrero-colletion/
2026-09-07,assortiment-de-chocolats-180g-creations-delaviuda,ASSORTIMENT DE CHOCOLATS 180G CREATIONS DELAVIUDA,biscuiterie-confiserie,153.95,https://aswakassalam.com/produit/assortiment-de-chocolats-180g-creations-delaviuda/
2026-09-07,assortiment-de-chocolats-200g-selection-delaviuda,ASSORTIMENT DE CHOCOLATS 200G SELECTION DELAVIUDA,biscuiterie-confiserie,92.95,https://aswakassalam.com/produit/assortiment-de-chocolats-200g-selection-delaviuda/
2026-09-07,assortiment-de-chocolats-sans-sucres-ajoutes-200g-selection-delaviuda,ASSORTIMENT DE CHOCOLATS SANS SUCRES AJOUTÉS 200G SELECTION DELAVIUDA,biscuiterie-confiserie,95.95,https://aswakassalam.com/produit/assortiment-de-chocolats-sans-sucres-ajoutes-200g-selection-delaviuda/
2026-09-07,barre-caramel-peanuts-extrem-pack-de-5-unites-34g-excelo,BARRE CARAMEL & PEANUTS EXTREM PACK DE 5 UNITES 34G EXCELO,biscuiterie-confiserie,10.95,https://aswakassalam.com/produit/barre-caramel-peanuts-extrem-pack-de-5-unites-34g-excelo/
2026-09-07,barre-chocolat-cacahuete-semi-enrobee-28g-nooco,BARRE CHOCOLAT CACAHUETE SEMI-ENROBEE 28G NOOCO,biscuiterie-confiserie,1.95,https://aswakassalam.com/produit/barre-chocolat-cacahuete-semi-enrobee-28g-nooco/
2026-09-07,barre-chocolat-crispy-caramel-cacahuete-40g-nooco,BARRE CHOCOLAT CRISPY CARAMEL CACAHUETE 40G NOOCO,biscuiterie-confiserie,4.95,https://aswakassalam.com/produit/barre-chocolat-crispy-caramel-cacahuete-40g-nooco/
2026-09-07,barre-chocolat-noix-de-coco-24g-nooco,BARRE CHOCOLAT NOIX DE COCO 24G NOOCO,biscuiterie-confiserie,1.95,https://aswakassalam.com/produit/barre-chocolat-noix-de-coco-24g-nooco/
2026-09-07,barre-chocolat-nougat-34g-nooco,BARRE CHOCOLAT NOUGAT 34G NOOCO,biscuiterie-confiserie,4.95,https://aswakassalam.com/produit/barre-chocolat-nougat-34g-nooco/
2026-09-07,barre-chocolat-nougat-caramel-42g-nooco,BARRE CHOCOLAT NOUGAT CARAMEL 42G NOOCO,biscuiterie-confiserie,4.95,https://aswakassalam.com/produit/barre-chocolat-nougat-caramel-42g-nooco/
2026-09-07,barre-chocolat-nougat-caramel-cacahuete-24g-nooco,BARRE CHOCOLAT NOUGAT CARAMEL CACAHUETE 24G NOOCO,biscuiterie-confiserie,1.95,https://aswakassalam.com/produit/barre-chocolat-nougat-caramel-cacahuete-24g-nooco/
2026-09-07,barre-croustillante-chocolat-au-lait-18g-nooco,BARRE CROUSTILLANTE CHOCOLAT AU LAIT 18G NOOCO,biscuiterie-confiserie,1.95,https://aswakassalam.com/produit/barre-croustillante-chocolat-au-lait-18g-nooco/
2026-09-07,barre-multi-cereales-au-chocolat-au-lait-621g-cerealitalia,BARRE MULTI-CEREALES AU CHOCOLAT AU LAIT 6*21G CEREALITALIA,biscuiterie-confiserie,22.95,https://aswakassalam.com/produit/barre-multi-cereales-au-chocolat-au-lait-621g-cerealitalia/
2026-09-07,barre-multi-cereales-aux-myrtilles-621g-cerealitalia,BARRE MULTI-CEREALES AUX MYRTILLES 6*21G CEREALITALIA,biscuiterie-confiserie,22.95,https://aswakassalam.com/produit/barre-multi-cereales-aux-myrtilles-621g-cerealitalia/
2026-09-07,barre-multi-cereales-aux-noix-de-coco-et-chocolat-621g-cerealitalia,BARRE MULTI-CEREALES AUX NOIX DE COCO ET CHOCOLAT 6*21G CEREALITALIA,biscuiterie-confiserie,22.95,https://aswakassalam.com/produit/barre-multi-cereales-aux-noix-de-coco-et-chocolat-621g-cerealitalia/
2026-09-07,cannette-25cl-orangina-orangina-zero,Cannette 25cl – ORANGINA/ORANGINA ZÉRO,boissons,3.5,https://aswakassalam.com/produit/cannette-25cl-orangina-orangina-zero/
2026-09-07,eau-minerale-25l-ain-soltane,"Eau minérale 2,5L – AIN SOLTANE",boissons,5.95,https://aswakassalam.com/produit/eau-minerale-25l-ain-soltane/
2026-09-07,eau-minerale-gazeuse-1l-ain-soltane,Eau minérale gazeuse 1L – AÏN SOLTANE,boissons,5.0,https://aswakassalam.com/produit/eau-minerale-gazeuse-1l-ain-soltane/
2026-09-07,ice-coffee-250ml-diverses-saveurs-rauch,"Ice coffee 250ml, diverses saveurs – RAUCH",boissons,21.95,https://aswakassalam.com/produit/ice-coffee-250ml-diverses-saveurs-rauch/
2026-09-07,ice-tea-fruits-rouges-peche-50cl-lipton,Ice Tea fruits rouges/pêche 50cl – LIPTON,boissons,5.5,https://aswakassalam.com/produit/ice-tea-fruits-rouges-peche-50cl-lipton/
2026-09-07,pack-6-canettes-boissons-gazeuses-25cl-coca-cola,Pack 6 canettes boissons gazeuses 25cl – COCA-COLA,boissons,21.95,https://aswakassalam.com/produit/pack-6-canettes-boissons-gazeuses-25cl-coca-cola/
2026-09-07,7-up-canette-33cl,7 UP CANETTE 33CL,boissons,5.95,https://aswakassalam.com/produit/7-up-canette-33cl/
2026-09-07,7-up-citron-1l,7 UP CITRON 1L,boissons,6.5,https://aswakassalam.com/produit/7-up-citron-1l/
2026-09-07,7-up-citron-20cl,7 UP CITRON 20CL,boissons,2.95,https://aswakassalam.com/produit/7-up-citron-20cl/
2026-09-07,7-up-citron-33cl,7 UP CITRON 33CL,boissons,3.5,https://aswakassalam.com/produit/7-up-citron-33cl/
2026-09-07,7-up-citron-50cl,7 UP CITRON 50CL,boissons,4.5,https://aswakassalam.com/produit/7-up-citron-50cl/
2026-09-07,7up-canette-25cl,7UP CANETTE 25CL,boissons,4.5,https://aswakassalam.com/produit/7up-canette-25cl/
2026-09-07,boisson-a-lorange-frut-1l-marrakech,BOISSON A L’ORANGE FRUT 1L MARRAKECH,boissons,5.75,https://aswakassalam.com/produit/boisson-a-lorange-frut-1l-marrakech/
2026-09-07,boisson-a-la-pulpe-dorange-1l-al-boustane,BOISSON A LA PULPE D’ORANGE 1L AL BOUSTANE,boissons,7.9,https://aswakassalam.com/produit/boisson-a-la-pulpe-dorange-1l-al-boustane/
2026-09-07,boisson-a-la-pulpe-dorange-1l-jutos-jaouda,BOISSON A LA PULPE D’ORANGE 1L JUTOS JAOUDA,boissons,9.8,https://aswakassalam.com/produit/boisson-a-la-pulpe-dorange-1l-jutos-jaouda/
2026-09-07,boisson-a-la-pulpe-peche-25cl-cappy-pulpy,BOISSON A LA PULPE PECHE 25CL CAPPY PULPY,boissons,4.5,https://aswakassalam.com/produit/boisson-a-la-pulpe-peche-25cl-cappy-pulpy/
2026-09-07,boisson-ananas-des-tropiques-1l-marrakech,BOISSON ANANAS DES TROPIQUES 1L MARRAKECH,boissons,15.5,https://aswakassalam.com/produit/boisson-ananas-des-tropiques-1l-marrakech/
2026-09-07,boisson-cocktail-1l-jutos,BOISSON COCKTAIL 1L JUTOS,boissons,8.5,https://aswakassalam.com/produit/boisson-cocktail-1l-jutos/
2026-09-07,boisson-cocktail-355cl-rauch,"BOISSON COCKTAIL 35,5CL RAUCH",boissons,16.9,https://aswakassalam.com/produit/boisson-cocktail-355cl-rauch/
2026-09-07,boisson-energetique-25cl-burn,BOISSON ENERGETIQUE 25CL BURN,boissons,11.85,https://aswakassalam.com/produit/boisson-energetique-25cl-burn/
2026-09-07,boisson-energetique-25cl-red-bull,BOISSON ENERGETIQUE 25CL RED BULL,boissons,22.95,https://aswakassalam.com/produit/boisson-energetique-25cl-red-bull/
2026-09-07,boisson-energetique-citron-50cl-aquarius,BOISSON ENERGETIQUE CITRON 50CL AQUARIUS,boissons,7.5,https://aswakassalam.com/produit/boisson-energetique-citron-50cl-aquarius/
2026-09-07,boisson-energetique-pack-425cl-red-bull,BOISSON ENERGETIQUE PACK 4*25CL RED BULL,boissons,83.95,https://aswakassalam.com/produit/boisson-energetique-pack-425cl-red-bull/
2026-09-07,boisson-energetique-sans-sucre-25cl-red-bull,BOISSON ENERGETIQUE SANS SUCRE 25CL RED BULL,boissons,21.5,https://aswakassalam.com/produit/boisson-energetique-sans-sucre-25cl-red-bull/
2026-09-07,boisson-energisante-blue-25cl-bomba,BOISSON ENERGISANTE BLUE 25CL BOMBA,boissons,30.5,https://aswakassalam.com/produit/boisson-energisante-blue-25cl-bomba/
2026-09-07,boisson-energisante-burry-blast-25cl-sting,BOISSON ENERGISANTE BURRY BLAST 25CL STING,boissons,7.95,https://aswakassalam.com/produit/boisson-energisante-burry-blast-25cl-sting/
2026-09-07,boisson-energisante-cherry-25cl-bomba,BOISSON ENERGISANTE CHERRY 25CL BOMBA,boissons,30.5,https://aswakassalam.com/produit/boisson-energisante-cherry-25cl-bomba/
2026-09-07,boisson-energisante-classic-250ml-hell,BOISSON ENERGISANTE CLASSIC 250ML HELL,boissons,14.95,https://aswakassalam.com/produit/boisson-energisante-classic-250ml-hell/
2026-09-07,boisson-energisante-classic-25cl-bomba,BOISSON ENERGISANTE CLASSIC 25CL BOMBA,boissons,30.5,https://aswakassalam.com/produit/boisson-energisante-classic-25cl-bomba/
2026-09-07,boisson-energisante-gold-rush-25cl-sting,BOISSON ENERGISANTE GOLD RUSH 25CL STING,boissons,7.95,https://aswakassalam.com/produit/boisson-energisante-gold-rush-25cl-sting/
2026-09-07,boisson-energisante-mojito-25cl-bomba,BOISSON ENERGISANTE MOJITO 25CL BOMBA,boissons,30.5,https://aswakassalam.com/produit/boisson-energisante-mojito-25cl-bomba/
2026-09-07,boisson-energisante-pink-25cl-bomba,BOISSON ENERGISANTE PINK 25CL BOMBA,boissons,30.5,https://aswakassalam.com/produit/boisson-energisante-pink-25cl-bomba/
2026-09-07,boisson-gazeuse-25cl-la-cigogne,Boisson gazeuse 25cl – LA CIGOGNE,boissons,3.95,https://aswakassalam.com/produit/boisson-gazeuse-25cl-la-cigogne/
2026-09-07,boisson-gazeuse-au-jus-naturel-de-pamplemousse-rose-200ml-le-tribute,BOISSON GAZEUSE AU JUS NATUREL DE PAMPLEMOUSSE ROSE 200ML LE TRIBUTE,boissons,26.95,https://aswakassalam.com/produit/boisson-gazeuse-au-jus-naturel-de-pamplemousse-rose-200ml-le-tribute/
2026-09-07,boisson-gazeuse-orange-sanguine-canette-33cl-san-pellegrino,BOISSON GAZEUSE ORANGE SANGUINE CANETTE 33CL SAN PELLEGRINO,boissons,12.95,https://aswakassalam.com/produit/boisson-gazeuse-orange-sanguine-canette-33cl-san-pellegrino/
2026-09-07,boisson-juper-orange-1l-valencia,BOISSON JUPER ORANGE 1L VALENCIA,boissons,6.95,https://aswakassalam.com/produit/boisson-juper-orange-1l-valencia/
